url,domainStart,domainEnd,sslStart,sslEnd,sslIssuer,label
boeem,1089,735,11,79,Google Trust Services LLC,0
etalojistik,2571,349,7,83,Google Trust Services LLC,0
teknikbilgisayar,442,287,1,89,Let's Encrypt,0
sinopsigorta,1901,289,9,81,Let's Encrypt,0
fabsis,1106,718,25,65,Let's Encrypt,0
isagulec,3056,960,33,57,Let's Encrypt,0
clone,890,204,11,79,Let's Encrypt,0
siagida,2814,106,48,42,Let's Encrypt,0
bodyography,630,464,66,24,Let's Encrypt,0
hakanaluminyum,1634,191,7,83,Let's Encrypt,0
kareksangida,3622,28,-1,-1,,0
maviperimimarlik,5278,564,32,58,Let's Encrypt,0
alkimkagit,8535,229,252,113,Sectigo Limited,0
tiyatrokare,443,286,259,105,"Cloudflare, Inc.",0
talyabilisim,5209,633,301,63,"Cloudflare, Inc.",0
unver,9466,1124,-1,-1,,0
tamzara,5719,123,-1,-1,,0
eminmobilya,1176,283,18,72,Let's Encrypt,0
carem,5371,836,78,287,Sectigo Limited,0
altinguvercin,1606,219,36,54,Let's Encrypt,0
basaranlargranit,3004,282,38,52,Let's Encrypt,0
prodaxi,2447,108,2,88,Let's Encrypt,0
eliftextile,982,112,55,35,Let's Encrypt,0
kanadakulturmerkezi,5256,586,49,41,Google Trust Services LLC,0
ankaragursakaryasurucukursu,969,125,25,65,Let's Encrypt,0
torteks,534,195,47,43,Let's Encrypt,0
alarmsistemleri,3518,1594,40,50,Let's Encrypt,0
yigithanozdemir,195,169,-1,-1,,0
hepigo,442,287,-1,-1,,0
lemagenerji,1197,627,33,57,Let's Encrypt,0
mobilyaturk,5274,203,24,66,Let's Encrypt,0
byrafael,745,1079,37,53,Let's Encrypt,0
evdeneve,6269,304,6,84,Let's Encrypt,0
soflowers,1414,45,12,78,Let's Encrypt,0
burakfidanci,3160,126,-1,-1,,0
antip,6791,147,23,67,Let's Encrypt,0
yusufkasap,1311,148,2,88,Let's Encrypt,0
novagena,1428,762,40,50,Let's Encrypt,0
voicebros,1871,684,23,67,Let's Encrypt,0
erkanegitim,7070,233,7,83,Let's Encrypt,0
kepp,7470,1294,-1,-1,,0
ayseminsaat,2451,104,59,31,Let's Encrypt,0
primegroupe,1347,477,19,71,Sectigo Limited,0
sarsguvenlik,1487,338,12,78,Let's Encrypt,0
sesu,9088,41,57,33,Let's Encrypt,0
fssc22000,1023,70,27,63,Let's Encrypt,0
cigkoftecibey,1124,335,38,52,Let's Encrypt,0
kahyametal,3815,201,16,74,Let's Encrypt,0
mertplastik,6388,185,-1,-1,,0
himas,5061,50,-1,-1,,0
profmak,31,333,26,64,Google Trust Services LLC,0
lukshirdavat,3815,931,40,50,Let's Encrypt,0
kurabarajlari,4362,1115,10,80,Let's Encrypt,0
epsilonpromosyon,878,1311,7,83,Let's Encrypt,0
autobot,1212,247,-1,-1,,0
dervisogluorganik,1719,106,9,81,Let's Encrypt,0
irisdanismanlik,7057,611,-1,-1,,0
novitech,2848,438,54,36,Let's Encrypt,0
pigmentreklam,5118,724,46,44,"cPanel, Inc.",0
fanatik,9884,341,340,57,GlobalSign nv-sa,0
mermuhendislik,673,55,2,88,Let's Encrypt,0
la-redoute,6252,321,254,142,Gandi,0
yaylacioglu,917,177,24,66,Let's Encrypt,0
sosair,3875,141,170,227,GlobalSign nv-sa,0
baticim,7030,638,-1,-1,,0
ozalpmuh,2256,1394,5,85,Let's Encrypt,0
aderka,3823,558,18,72,Let's Encrypt,0
yildirayolcek,1809,381,23,67,Google Trust Services LLC,0
internationalfocusschools,1053,40,221,174,Sectigo Limited,0
smileist,17,347,-1,-1,,0
espc,7569,100,-1,-1,,0
cagingazetesi,1194,265,296,68,"Cloudflare, Inc.",0
deltaasansor,3417,234,56,34,Let's Encrypt,0
gkf,4145,236,19,71,Let's Encrypt,0
stellaplus,1124,335,-1,-1,,0
kardoksan,620,109,-1,-1,,0
timer,1143,316,-1,-1,,0
sprenger,921,903,7,83,Let's Encrypt,0
di-san,5643,929,-1,-1,,0
gokturkyemek,739,720,25,65,Let's Encrypt,0
adnanozturk,1463,362,24,66,Google Trust Services LLC,0
adaletligida,1233,591,51,39,Let's Encrypt,0
armanyapi,4193,188,-1,-1,,0
hewesline,2653,267,-1,-1,,0
turkishsealines,3066,585,11,79,Let's Encrypt,0
laleataman,2714,206,33,57,Let's Encrypt,0
fnsmakina,3748,1729,34,56,Let's Encrypt,0
metrosan,4917,1656,50,40,Let's Encrypt,0
servisasia,2064,126,14,76,Google Trust Services LLC,0
ankaotomasyon,4322,59,-1,-1,,0
beyker,751,343,44,46,"cPanel, Inc.",0
pastacisekerleme,1655,170,41,49,Let's Encrypt,0
parcela,1067,392,-1,-1,,0
d-marin,3027,259,11,79,"cPanel, Inc.",0
okatarmuhendislik,2184,4,249,116,Sectigo Limited,0
dinamikfuar,3355,296,-1,-1,,0
farmalife,1054,39,41,49,Let's Encrypt,0
balkeslojistik,4630,117,60,30,Let's Encrypt,0
escada,9524,1431,-1,-1,,0
akifguzel,2694,226,295,70,"Cloudflare, Inc.",0
emorltd,3395,621,-1,-1,,0
pureplus,1703,852,41,49,Let's Encrypt,0
ekrem,7679,1816,-1,-1,,0
moodclub,1582,243,8,82,Google Trust Services LLC,0
seiz,2977,1039,41,49,Let's Encrypt,0
wearonics,2164,25,57,33,Google Trust Services LLC,0
antikadunyasi,2720,200,36,54,Let's Encrypt,0
saklibahceplus,884,210,23,67,Let's Encrypt,0
puntametal,2424,496,17,73,Let's Encrypt,0
eliptikinvest,900,194,54,36,Let's Encrypt,0
egitimreformu,440,289,21,69,Google Trust Services LLC,0
divarosgb,2474,80,47,43,Let's Encrypt,0
eceteknik,6668,270,7,83,Let's Encrypt,0
ltsbilisim,4469,1008,52,38,Let's Encrypt,0
sovtajsepeti,1040,784,-1,-1,,0
tutkun,1611,214,-1,-1,,0
onemyazilim,2746,174,31,59,Google Trust Services LLC,0
dijinet,6195,12,16,74,Google Trust Services LLC,0
ersoytaspinar,2853,433,42,48,Let's Encrypt,0
izmirgerikazanim,1999,191,31,59,Let's Encrypt,0
millec,4316,65,-1,-1,,0
4d,443,286,37,53,Let's Encrypt,0
egkinsaat,1113,346,310,55,Sectigo Limited,0
tecnade,4321,60,2,88,Let's Encrypt,0
egtur,6454,119,10,80,Let's Encrypt,0
arozon,3860,156,-1,-1,,0
dktinternational,2557,363,11,79,Let's Encrypt,0
soudal,4173,208,3,87,Let's Encrypt,0
basarmandanismanlik,4035,346,145,220,Sectigo Limited,0
nanoprintkimya,3077,574,59,31,Let's Encrypt,0
zigzag,6611,327,53,37,"cPanel, Inc.",0
carsidayim,963,131,3,87,Let's Encrypt,0
korkmaztarim,4889,953,-1,-1,,0
zaferturkoglu,6729,939,12,78,Let's Encrypt,0
iconmediagroup,1445,380,10,80,Let's Encrypt,0
alerjikrinit,3481,535,8,82,Let's Encrypt,0
altasoft,3137,149,246,134,Sectigo Limited,0
bybaano,360,369,-1,-1,,0
sistat,2580,705,-1,-1,,0
gemalmaz,1079,380,-1,-1,,0
kayuminsaat,1605,220,1,89,Let's Encrypt,0
islampoyraz,2639,281,26,64,Let's Encrypt,0
mbtisguvenligi,1288,536,-1,-1,,0
relco,1235,589,26,64,Let's Encrypt,0
sararamakurtarma,2335,220,-1,-1,,0
promocity,5798,1140,252,112,"Cloudflare, Inc.",0
rentatoyota,2695,225,-1,-1,,0
sarto,7764,1000,225,140,Sectigo Limited,0
sincap,8407,1087,256,108,"Cloudflare, Inc.",0
prosec,7119,549,-1,-1,,0
fipss,830,264,53,37,Let's Encrypt,0
anilcan,6454,484,-1,-1,,0
vitalya,735,359,39,51,Google Trust Services LLC,0
turkiyepromosyon,4078,-63,-1,-1,,0
gelcoat,1285,174,9,81,"cPanel, Inc.",0
ozc,3781,235,27,63,Let's Encrypt,0
spesifik,2023,167,46,44,Let's Encrypt,0
comas,2415,140,57,33,Sectigo Limited,0
splashworks,1046,413,18,72,Google Trust Services LLC,0
ersinsarisoy,1589,1697,3,87,Google Trust Services LLC,0
capoglu,6156,51,33,57,Let's Encrypt,0
byoztek,676,52,-1,-1,,0
2go,4687,59,-1,-1,,0
waggle,1099,725,-1,-1,,0
tokosan,7532,502,25,65,Let's Encrypt,0
karzen,660,1164,19,71,Google Trust Services LLC,0
uzelenerji,1099,725,57,33,Let's Encrypt,0
cizgikare,3084,202,42,323,"Cloudflare, Inc.",0
yilsanyapi,2376,179,41,49,Let's Encrypt,0
havlucuadam,2248,307,30,60,Let's Encrypt,0
loncabelgelendirme,2445,110,45,45,"cPanel, Inc.",0
yasbinsaat,2187,2,49,41,Let's Encrypt,0
elseteknik,2338,947,23,67,Google Trust Services LLC,0
kentet,2212,1438,33,57,Let's Encrypt,0
hiwda,2327,228,-1,-1,,0
jabbar,2460,1556,27,63,Let's Encrypt,0
anason,1065,28,0,90,Let's Encrypt,0
omerdemirci,1663,527,30,60,Let's Encrypt,0
arvenaydinlatma,1988,202,58,32,Let's Encrypt,0
nanomanyetik,2796,854,10,80,Let's Encrypt,0
imparatorhaliyikama,3333,318,51,39,Let's Encrypt,0
ilkhaber,4876,236,46,44,Google Trust Services LLC,0
maxplay,3035,616,8,82,Let's Encrypt,0
pusulayapiinsaat,4192,189,-1,-1,,0
turmobeimza,2107,1178,-1,-1,,0
aydoganecza,4573,174,-1,-1,,0
smmmbayramerat,673,55,26,64,Let's Encrypt,0
eko,9770,1551,-1,-1,,0
siestahotel,3475,176,-1,-1,,0
smart-tech,1162,297,49,41,Let's Encrypt,0
bozkayalar,4874,238,49,41,Let's Encrypt,0
gthkalip,3872,509,-1,-1,,0
klslight,1463,362,13,77,Let's Encrypt,0
greendocs,1506,1049,36,54,Google Trust Services LLC,0
kenanakgun,983,111,33,57,Let's Encrypt,0
arber,7374,660,37,53,Let's Encrypt,0
stardiyarbakir,6920,383,53,37,Let's Encrypt,0
arkekotanyapi,3879,1598,3,87,Let's Encrypt,0
selcukluemlak,3006,280,46,44,Let's Encrypt,0
ispirler,207,157,-1,-1,,0
webdesk,960,1595,58,32,Let's Encrypt,0
asoto,7961,1533,176,189,Sectigo Limited,0
biz-global,2412,508,55,35,Let's Encrypt,0
cagalogluyayinevi,1646,179,44,321,"Cloudflare, Inc.",0
vakifane,1899,291,45,45,Let's Encrypt,0
sinova,5748,1189,-1,-1,,0
olguosgb,3452,199,54,36,Let's Encrypt,0
mormenekse,5372,105,4,86,Let's Encrypt,0
aydinay,7031,272,-1,-1,,0
uzeambalaj,3944,71,63,27,ZeroSSL,0
asyaorme,5131,346,12,78,Let's Encrypt,0
bucadent,1576,249,41,49,Let's Encrypt,0
endemix,5869,339,-1,-1,,0
dolmus,443,651,-1,-1,,0
masatakvimi,1302,522,32,58,Let's Encrypt,0
gokdogantel,5387,90,40,50,Let's Encrypt,0
alnakhil,902,922,40,50,Let's Encrypt,0
dcdanismanlik,5427,49,32,58,Let's Encrypt,0
bioege,925,169,29,61,"cPanel, Inc.",0
dolunayfilo,3979,1132,284,81,Sectigo Limited,0
simetriyapi,2479,805,40,50,Let's Encrypt,0
art-map,830,264,327,38,Sectigo Limited,0
nurpastaneleri,2082,108,37,53,Let's Encrypt,0
yasaryakis,4501,246,17,73,Let's Encrypt,0
orhanfindik,802,292,54,36,Let's Encrypt,0
xpro,663,65,306,58,"Cloudflare, Inc.",0
karmosan,3161,125,55,35,Let's Encrypt,0
healthistanbul,3422,1690,60,30,Let's Encrypt,0
ergansigorta,4448,299,46,44,Sectigo Limited,0
inba,3496,155,6,84,Let's Encrypt,0
doraelektronik,3966,49,44,321,"Cloudflare, Inc.",0
shinesilver,389,1435,51,39,Let's Encrypt,0
biohumus,3284,367,-1,-1,,0
rnoffice,1668,157,13,77,Let's Encrypt,0
sohbethatti,2074,116,-1,-1,,0
beysukent,6308,265,0,365,Sectigo Limited,0
juppo,1332,127,32,58,Let's Encrypt,0
gelisimatolyesi,1611,214,41,49,Let's Encrypt,0
ilkercolak,4259,122,24,66,Let's Encrypt,0
papuckolik,822,272,-1,-1,,0
dogrusozmetal,1459,0,45,45,Let's Encrypt,0
sosdanismanlik,1228,596,122,243,Isimtescil Bilisim A.S.,0
birolticaret,4601,146,58,32,Let's Encrypt,0
etikplastik,1725,100,6,84,Let's Encrypt,0
dgtek,2467,453,16,74,Sectigo Limited,0
kucuktatliseyler,518,211,-1,-1,,0
ciftciburada,1232,227,11,79,Google Trust Services LLC,0
atacar,903,191,53,37,Sectigo Limited,0
ambumed,2927,1454,27,63,Google Trust Services LLC,0
marmarisweb,1569,256,-1,-1,,0
metecan,1711,114,3,87,Let's Encrypt,0
flamagumruk,60,669,56,34,Let's Encrypt,0
teksubaglanti,2230,325,-1,-1,,0
vitalmedikal,6989,1409,41,49,Let's Encrypt,0
gibibyte,3179,107,35,55,Let's Encrypt,0
etala,1526,299,50,40,Let's Encrypt,0
yskplastik,3692,324,-1,-1,,0
mertgroup,4307,1901,16,74,Let's Encrypt,0
mikogida,3248,403,-1,-1,,0
kumasistan,2038,152,-1,-1,,0
aykarlarcam,1512,313,2,88,Let's Encrypt,0
muratbuyukcan,2600,1050,30,60,Let's Encrypt,0
maxkozmetik,2537,1113,1,89,"cPanel, Inc.",0
tamamlayicisagliksigortasi,3784,597,48,42,Google Trust Services LLC,0
erelsavunma,753,341,30,60,Let's Encrypt,0
edblogistics,995,99,35,55,Let's Encrypt,0
tumkar,2409,1241,123,242,Sectigo Limited,0
hasmakina,6031,177,-1,-1,,0
mertokankablo,2730,190,8,82,Let's Encrypt,0
ninovaeczadeposu,2697,223,-1,-1,,0
arcity,2215,704,41,49,Let's Encrypt,0
pasakalip,724,370,2,88,Let's Encrypt,0
destekbs,1256,203,-1,-1,,0
solasmarine,1998,192,-1,-1,,0
oz-ay,8345,53,-1,-1,,0
alesia,771,323,38,52,Let's Encrypt,0
dilekavsar,5363,114,-1,-1,,0
kalyenmuhendislik,750,344,13,77,Let's Encrypt,0
agropaktarim,2919,1,266,99,Sectigo Limited,0
vectorglobal,2653,267,11,79,Let's Encrypt,0
yenimerhaba,6171,1132,60,30,Let's Encrypt,0
beautyplus,758,336,57,33,Let's Encrypt,0
derkimpa,3098,1283,-1,-1,,0
bilsenbasaran,4398,349,-1,-1,,0
coskunlarpano,1936,254,-1,-1,,0
sutcuimam,5266,211,9,81,Let's Encrypt,0
merparotomotiv,856,238,-1,-1,,0
bedeninsaat,658,70,296,68,"Cloudflare, Inc.",0
voye,956,138,-1,-1,,0
mercanfm,3760,256,7,83,Let's Encrypt,0
calculus,5030,812,14,76,Sectigo Limited,0
gamepoint,4545,202,217,148,"Cloudflare, Inc.",0
lapies,1009,815,70,20,Let's Encrypt,0
ugurlu,1383,442,59,31,Let's Encrypt,0
setay,4106,1370,7,83,Google Trust Services LLC,0
wowled,3368,283,-1,-1,,0
sammed,1732,93,-1,-1,,0
makina,6855,82,-1,-1,,0
serkanagar,2354,201,1,89,Let's Encrypt,0
ekalyapi,2531,23,52,38,Let's Encrypt,0
butur,435,294,-1,-1,,0
fr100,415,-52,-1,-1,,0
pimci,2103,85,61,29,Let's Encrypt,0
farya,513,216,7,83,Let's Encrypt,0
chilaihome,2188,367,171,194,Sectigo Limited,0
seke,953,141,280,85,"Cloudflare, Inc.",0
britishclinic,1857,-33,-1,-1,,0
ruzgarorganizasyon,1893,297,2,88,Let's Encrypt,0
picakci,3550,101,-1,-1,,0
osmanoglunakliyat,6840,828,64,26,ZeroSSL,0
sahinlerkagit,4371,10,10,80,Let's Encrypt,0
galippetrol,1516,309,11,79,Let's Encrypt,0
var,4601,146,91,274,Isimtescil Bilisim A.S.,0
serkapsan,6626,312,10,80,Let's Encrypt,0
testa,7640,394,-1,-1,,0
netmakina,3749,1362,33,57,"cPanel, Inc.",0
zeya,2867,1149,29,61,Sectigo Limited,0
novitas,8801,329,59,31,Let's Encrypt,0
beyazgelincik,5887,321,34,56,Let's Encrypt,0
mahallcafe,1022,71,25,65,Let's Encrypt,0
baleakademi,2228,327,25,65,Let's Encrypt,0
sancarkimya,2598,322,38,52,Let's Encrypt,0
hafele,8716,48,318,47,Unizeto Technologies S.A.,0
makaron,2417,138,30,60,Let's Encrypt,0
bir2mcelikhalat,3146,505,41,49,Let's Encrypt,0
ersut,1493,332,-1,-1,,0
wxenerji,560,169,66,24,ZeroSSL,0
sarinsaat,6237,701,59,31,Let's Encrypt,0
baklove,914,180,32,58,Let's Encrypt,0
seffafyonetim,3741,275,51,39,"cPanel, Inc.",0
pegatek,3300,1081,27,63,Google Trust Services LLC,0
mkym,1564,261,57,33,Google Trust Services LLC,0
kbkkayis,1087,6,53,37,Let's Encrypt,0
zionweeb,3594,1517,13,77,Let's Encrypt,0
evony,1082,742,0,90,Let's Encrypt,0
estaziraat,3026,1355,13,77,Let's Encrypt,0
ibrahimakyel,1358,831,0,90,Let's Encrypt,0
asafmetal,564,165,62,28,Let's Encrypt,0
parev,2233,322,0,90,Let's Encrypt,0
ahihazirbeton,3375,276,19,71,Let's Encrypt,0
americanvip,1186,273,38,52,Google Trust Services LLC,0
suffix,1743,81,14,76,Let's Encrypt,0
10lira,3052,234,-1,-1,,0
emekmarble,4309,72,53,37,"cPanel, Inc.",0
kubamed,1584,241,26,64,Let's Encrypt,0
blackswan,4418,1059,358,7,Isimtescil Bilisim A.S.,0
sanitta,3707,-57,-1,-1,,0
bahadiryagan,2957,329,27,63,Let's Encrypt,0
servisasia,3846,170,40,50,Google Trust Services LLC,0
serkancura,3454,197,57,308,Sectigo Limited,0
eglenogren,4735,742,48,42,Let's Encrypt,0
leventaksin,1680,145,67,23,Let's Encrypt,0
trafiksigortasifiyatlari,4065,-50,-1,-1,,0
ibilisim,1557,633,0,90,Let's Encrypt,0
depofabrika,3329,322,23,67,Let's Encrypt,0
prosys,5764,78,10,80,Let's Encrypt,0
karta,2020,170,-1,-1,,0
orhondis,2215,340,17,73,Let's Encrypt,0
psikoteknik,4532,215,-1,-1,,0
mustafaturan,4466,281,-1,-1,,0
serkankahriman,2158,31,256,108,"Cloudflare, Inc.",0
megamedikal,8250,149,-1,-1,,0
bebetime,921,903,22,68,Let's Encrypt,0
minola,5814,28,179,216,Sectigo Limited,0
yalazboya,5954,619,27,63,Let's Encrypt,0
bostancievdenevenakliyat,512,217,59,31,"cPanel, Inc.",0
lotusemlak,2779,141,53,37,Let's Encrypt,0
muratotomat,7744,290,-1,-1,,0
birlikmakina,165,199,46,44,Let's Encrypt,0
sentemac,3235,416,48,42,Let's Encrypt,0
ustunbayreklam,786,308,32,58,Let's Encrypt,0
mimartrestorasyon,2025,165,60,30,Let's Encrypt,0
ismmmoakademi,5133,709,-1,-1,,0
yildiraycinar,1099,360,260,104,"Cloudflare, Inc.",0
mtsh,1515,1405,33,57,Let's Encrypt,0
cemsametal,1509,316,-1,-1,,0
fimap,1605,585,15,75,Sectigo Limited,0
ibl,4621,126,44,46,Let's Encrypt,0
ekizbey,977,117,32,58,Let's Encrypt,0
atel,2944,342,379,17,DigiCert Inc,0
beylerbeyimetal,771,1418,50,40,Let's Encrypt,0
legendholidays,1863,-39,-1,-1,,0
fo-otball,686,42,258,107,Sectigo Limited,0
erimeks,4601,146,44,46,Let's Encrypt,0
ilfreno,1358,101,16,74,Let's Encrypt,0
izzco,1991,199,18,72,Google Trust Services LLC,0
afiyetet,5916,292,-1,-1,,0
istanbulplanetaryum,1950,240,56,34,Sectigo Limited,0
samsonite,6322,251,10,80,Let's Encrypt,0
wagner-solar,1891,299,59,31,Let's Encrypt,0
akcacam,710,18,40,50,Let's Encrypt,0
huni,4264,117,-1,-1,,0
tesaysigorta,3872,1239,-1,-1,,0
ozsoygida,4300,81,57,33,Let's Encrypt,0
netbu,5210,267,11,79,Let's Encrypt,0
dinamiksoft,1018,75,4,86,Let's Encrypt,0
bendi,8694,70,41,49,Google Trust Services LLC,0
artima,9340,155,54,36,Let's Encrypt,0
secil,8485,279,-1,-1,,0
abigemtrabzon,3619,31,60,30,Let's Encrypt,0
sudes,4575,537,26,64,Let's Encrypt,0
rapor,2860,791,-1,-1,,0
yoyo,447,282,54,36,Let's Encrypt,0
kodlamamakinasi,3843,1634,-1,-1,,0
saroglu,4314,433,47,43,Let's Encrypt,0
ckgrup,4568,909,-1,-1,,0
inaryainsaat,1453,372,23,67,Let's Encrypt,0
mknovo,3011,275,326,39,Sectigo Limited,0
fulda,6710,228,1,89,Google Trust Services LLC,0
cementekstil,1011,448,-1,-1,,0
labproducts,567,162,50,40,Let's Encrypt,0
sohbetodalari,1134,1786,29,61,Let's Encrypt,0
sorukolik,1990,200,-1,-1,,0
intergold,108,256,-1,-1,,0
hillistanbul,2468,85,-1,-1,,0
sayfa,6517,55,-1,-1,,0
levelupagency,2620,1030,9,81,Let's Encrypt,0
cembaykal,2601,1049,10,80,Let's Encrypt,0
aremedikal,1250,1304,21,69,Let's Encrypt,0
ipsat,2514,406,15,75,Let's Encrypt,0
aquadeep,1844,1807,48,42,Let's Encrypt,0
aliyasar,2206,349,-1,-1,,0
k-set,1478,347,1,89,Let's Encrypt,0
eh,1226,233,-1,-1,,0
ephesusretreat,606,123,12,78,Let's Encrypt,0
parlakids,1914,1371,8,82,Google Trust Services LLC,0
traffix,2244,311,-1,-1,,0
hangsterfers,4040,341,11,79,Let's Encrypt,0
kcismakinalari,1236,1318,51,39,Google Trust Services LLC,0
kirbaspamuk,662,66,51,39,Let's Encrypt,0
dekoralya,4258,123,-1,-1,,0
printpoint,6874,63,11,79,Let's Encrypt,0
jooga,942,152,-1,-1,,0
akarlar,6903,765,5,85,Let's Encrypt,0
gulayaksoy,1656,169,35,55,Google Trust Services LLC,0
marsairlines,1999,191,59,31,Let's Encrypt,0
soda,4197,184,-1,-1,,0
tostcumami,652,76,36,54,Google Trust Services LLC,0
halksebze,1750,440,15,75,Let's Encrypt,0
mazlumsondaj,5817,25,23,67,Let's Encrypt,0
etkengayrimenkul,437,292,-1,-1,,0
bestrack,3903,843,4,86,Let's Encrypt,0
primetravel,2608,1042,12,78,Let's Encrypt,0
mayatek,7204,1560,23,67,Let's Encrypt,0
biskon,6513,1520,-1,-1,,0
simgegroup,6966,1067,32,58,Let's Encrypt,0
makinens,1316,508,24,66,Let's Encrypt,0
aepro,651,77,-1,-1,,0
erarobot,1067,26,22,68,Let's Encrypt,0
otmplastik,5716,856,32,58,Let's Encrypt,0
esystem,4603,144,13,77,Let's Encrypt,0
mopsan,7255,414,123,243,Sectigo Limited,0
goodwater,2494,1521,-1,-1,,0
hosaf,1064,29,1,89,Let's Encrypt,0
aknal,1725,100,-1,-1,,0
lisya,3531,120,287,78,Sectigo Limited,0
dilekhaliyikama,3893,123,-1,-1,,0
akinlarsurucukursu,2097,823,13,77,Google Trust Services LLC,0
apexglobal,877,217,23,67,Let's Encrypt,0
superox,1340,119,11,79,Let's Encrypt,0
alkardagitim,3878,138,58,32,Let's Encrypt,0
isikmatbaa,5243,234,31,59,Let's Encrypt,0
fundraisingtag,581,148,11,79,Google Trust Services LLC,0
rigaku,3679,337,35,55,Let's Encrypt,0
lygm,5660,182,-1,-1,,0
simyahidrolik,2872,414,5,85,Let's Encrypt,0
mes,6633,305,25,65,Let's Encrypt,0
otelkarinna,3704,312,42,48,Let's Encrypt,0
daren,5261,581,-1,-1,,0
dalmanifatura,2052,138,-1,-1,,0
uzgorenkimya,4001,14,51,39,Let's Encrypt,0
burtom,9139,356,-1,-1,,0
dekorenk,4676,70,43,47,"cPanel, Inc.",0
sdl,6783,155,28,62,Let's Encrypt,0
mediapolgroup,1131,-38,-1,-1,,0
softmobil,1249,210,55,35,Let's Encrypt,0
veggiebox,2513,407,26,64,Let's Encrypt,0
markapool,696,398,4,86,Let's Encrypt,0
kenandogan,4545,202,9,81,Google Trust Services LLC,0
esit,9275,220,143,222,Sectigo Limited,0
regold,8039,360,126,239,Sectigo Limited,0
bcpal,749,345,-1,-1,,0
yildirimbayezit,3130,156,55,35,Let's Encrypt,0
ii,4797,1045,205,160,Sectigo Limited,0
deponom,1255,204,54,36,Let's Encrypt,0
akinshipping,1191,268,57,33,Let's Encrypt,0
estiva,4510,237,43,47,Let's Encrypt,0
reload,6164,43,-1,-1,,0
beyaas,1619,206,22,68,Google Trust Services LLC,0
del,5176,301,58,32,Let's Encrypt,0
hmkfilm,792,-64,-1,-1,,0
stilson,8617,147,22,68,Let's Encrypt,0
karpen,6554,18,59,31,Let's Encrypt,0
malika,3273,743,-1,-1,,0
pazardan,2038,152,-1,-1,,0
kayaturizm,5750,92,40,50,Let's Encrypt,0
yedidereceninaltinda,2094,96,29,61,Let's Encrypt,0
bozokmekatronik,1589,601,60,30,Let's Encrypt,0
uzaybilgisayar,5687,520,22,68,Let's Encrypt,0
haydigidiyo,898,926,-1,-1,,0
enercom,2814,1567,59,31,Let's Encrypt,0
siriusshipping,819,275,39,51,Let's Encrypt,0
makpaslanmaz,1479,346,-1,-1,,0
gebzebayrak,4069,312,-1,-1,,0
bilserbilisim,4396,351,20,70,Let's Encrypt,0
erenhaliyikama,2174,15,55,35,Let's Encrypt,0
yutekgemi,2450,1200,-1,-1,,0
mesutaydemir,3258,1123,9,81,Let's Encrypt,0
apak,6262,311,-1,-1,,0
tuhal,1101,723,91,274,Sectigo Limited,0
planay,2291,629,5,85,Let's Encrypt,0
lays,8512,252,7,385,"Entrust, Inc.",0
fubaspor,2537,383,24,66,Let's Encrypt,0
anolsan,40,324,-1,-1,,0
idealyatirim,1744,80,74,16,"cPanel, Inc.",0
sinanbayat,3584,432,57,33,Let's Encrypt,0
goldenglobe,792,1032,13,77,Let's Encrypt,0
homeplus,94,270,-1,-1,,0
marmarafuar,7883,516,57,33,Let's Encrypt,0
akcim,6787,151,-1,-1,,0
mespan,1970,220,24,66,Let's Encrypt,0
atalayelektrik,2251,304,29,61,Let's Encrypt,0
evdeneveizmir,4253,858,82,284,Sectigo Limited,0
mvg,3837,179,45,45,"cPanel, Inc.",0
hiragiyim,443,286,76,289,Sectigo Limited,0
yilmazkurutemizleme,4236,145,-1,-1,,0
akpaz,4950,527,128,261,DigiCert Inc,0
ucelkalip,6882,421,35,55,Let's Encrypt,0
fixpack,3077,1304,82,8,Let's Encrypt,0
gemlikzeytinkooperatifi,805,1019,-1,-1,,0
erkoctur,5181,296,8,82,Google Trust Services LLC,0
martmatbaa,8332,66,-1,-1,,0
lifewater,4461,286,232,133,Isimtescil Bilisim A.S.,0
yigitinsaatkereste,1081,743,-1,-1,,0
toylar,3938,443,20,70,Let's Encrypt,0
ctteknik,2495,790,24,66,Let's Encrypt,0
camvit,6377,196,-1,-1,,0
guinness,443,1381,-1,-1,,0
borpancar,3311,340,32,58,Google Trust Services LLC,0
freelancegrafiker,1942,248,6,84,Let's Encrypt,0
perathai,2005,185,34,56,Let's Encrypt,0
akyolbaglantielemanlari,938,886,23,67,Let's Encrypt,0
garts,1341,118,60,30,Let's Encrypt,0
sadedusun,893,201,326,69,Sectigo Limited,0
kocakpeyzaj,3070,216,17,73,Let's Encrypt,0
akpinarsigorta,7748,286,-1,-1,,0
rhinoent,457,272,-1,-1,,0
bemakelektromarket,1782,408,15,75,Let's Encrypt,0
2p,2571,1078,22,68,Let's Encrypt,0
tekneciler,8141,258,365,0,Sectigo Limited,0
synbio,5616,226,-1,-1,,0
oges,3936,79,-1,-1,,0
tokka,1858,332,25,65,Let's Encrypt,0
ankaratermal,3502,149,7,83,Let's Encrypt,0
selay,8509,1350,141,224,Isimtescil Bilisim A.S.,0
yapinet,6233,1801,183,181,"Cloudflare, Inc.",0
komesli,3847,899,17,73,Let's Encrypt,0
maherholding,2223,1792,123,242,COMODO CA Limited,0
erenambalaj,1942,248,20,70,Let's Encrypt,0
fatihasik,375,719,9,81,Let's Encrypt,0
