url,domainStart,domainEnd,sslStart,sslEnd,sslIssuer,label,dlPhishingScore
agne,9705,520,11,79,Let's Encrypt,0,0.056112386
edmertas,4868,244,18,72,Let's Encrypt,0,0.013277317
atmar,2812,108,10,80,Let's Encrypt,0,0.027204908
palm,5741,101,-1,-1,,0,0.1305395
inox,3209,807,22,68,Google Trust Services LLC,0,0.11696336
darkcafe,1298,891,29,61,Sectigo Limited,0,0.50897545
dscephe,3900,116,-1,-1,,0,0.0305265
gelibolumuhendislik,787,307,15,75,Google Trust Services LLC,0,0.0031578166
mustafakemalsert,695,33,87,3,"cPanel, Inc.",0,0.08815806
setecom,6015,193,37,53,Let's Encrypt,0,0.05955607
lalecicekcilik,1487,338,6,84,Let's Encrypt,0,0.009408878
kumsel,6316,987,16,74,Let's Encrypt,0,0.12454635
safiravm,376,-13,-1,-1,,0,0.010216805
legrand,10144,81,315,80,Sectigo Limited,0,0.070590295
efem,733,-5,-1,-1,,0,0.05297267
gkmlife,1481,344,37,53,Let's Encrypt,0,0.18146636
sbrmedia,2006,184,20,70,Let's Encrypt,0,0.014183963
duzeydegerleme,739,355,32,58,Let's Encrypt,0,0.0009915078
serkanguney,3120,166,21,69,Google Trust Services LLC,0,0.0023008422
dentadent,7919,1576,28,62,Let's Encrypt,0,0.021272613
simnatural,1366,1554,50,40,Let's Encrypt,0,0.0146512175
alpagu,5428,779,25,65,Let's Encrypt,0,0.015360911
myidea,697,31,-1,-1,,0,0.08940249
bioferaenerji,1489,1797,40,50,Let's Encrypt,0,0.005890591
servistrans,687,41,292,73,Sectigo Limited,0,0.013070151
astarti,6689,249,7,83,Let's Encrypt,0,0.07585351
hevin,6400,173,44,46,Google Trust Services LLC,0,0.10271054
mdkpetrol,2257,298,4,86,Let's Encrypt,0,0.0076666907
bogazicicelik,3182,1565,12,78,Let's Encrypt,0,0.004052923
formotomasyon,1464,361,61,29,"cPanel, Inc.",0,0.0062946905
esc360,1009,1180,7,83,Let's Encrypt,0,0.2062752
avcinsaat,682,412,35,55,Let's Encrypt,0,0.00618268
humaliva,943,516,-1,-1,,0,0.10738232
adasogutma,2509,45,27,63,Let's Encrypt,0,0.061406866
poliemlak,554,1636,5,85,Let's Encrypt,0,0.009876306
gulfsigorta,2664,986,61,319,DigiCert Inc,0,0.0034678553
hotel54,530,199,35,55,Let's Encrypt,0,0.6092954
soydem,4043,338,31,59,ZeroSSL,0,0.072530456
nilano,5,359,-1,-1,,0,0.06917381
jeanslab,6022,1281,40,50,Google Trust Services LLC,0,0.14517212
countrymobilya,4261,120,-1,-1,,0,0.006031698
kuzeylilermarin,3958,57,-1,-1,,0,0.0037973097
shopping,2357,563,13,77,Let's Encrypt,0,0.23989744
uptec,1593,1327,211,154,Sectigo Limited,0,0.03163686
led-aks,3876,140,36,54,Let's Encrypt,0,0.1785962
ozelgokkusagi,2794,856,1,89,Let's Encrypt,0,0.0018386765
mizraksigorta,4383,364,24,66,Let's Encrypt,0,0.005761478
ghazi,1067,26,31,59,Let's Encrypt,0,0.22587714
ores,7451,583,54,36,Let's Encrypt,0,0.11619215
qderm,2612,673,60,30,"cPanel, Inc.",0,0.2790659
goldenbranch,5531,676,-1,-1,,0,0.4311228
brcayakkabi,2845,75,38,52,Let's Encrypt,0,0.00902279
istanbulisi,1900,290,3,87,"cPanel, Inc.",0,0.011544641
kartmakina,3978,37,-1,-1,,0,0.0034570883
eminler,2426,129,15,75,Let's Encrypt,0,0.046864025
mertelectronics,3454,197,-1,-1,,0,0.12559433
mandalinn,1047,46,20,70,Let's Encrypt,0,0.47887492
eylulnet,3103,913,33,57,Let's Encrypt,0,0.10744026
suriyeturkmenleridernegi,2950,336,-1,-1,,0,0.009902547
cleaningsecret,2721,199,37,53,Let's Encrypt,0,0.14985782
tatilyerleri,977,482,-1,-1,,0,0.025287297
kami,4068,1408,2,88,Sectigo Limited,0,0.13489403
alpyapiinsaat,2663,987,46,44,Let's Encrypt,0,0.002193264
cinarsurucukursu,4411,336,47,43,Let's Encrypt,0,0.0014674831
eurogida,6022,186,12,78,Let's Encrypt,0,0.007742675
canliyayinla,1109,715,23,67,Let's Encrypt,0,0.3960137
dcscustoms,1158,666,23,365,DigiCert Inc,0,0.61902326
vizyondus,5841,367,53,37,Let's Encrypt,0,0.042904146
tabipler,3944,802,57,33,Let's Encrypt,0,0.066877104
armisanaokullari,1821,369,11,79,Let's Encrypt,0,0.0025009722
kumlucabeytur,1360,99,17,73,Let's Encrypt,0,0.060464885
alternatifrulman,1209,250,221,144,Sectigo Limited,0,0.002051385
orthoprime,827,267,33,57,Let's Encrypt,0,0.38557914
sayarteknik,6399,1269,46,44,Let's Encrypt,0,0.0043195477
florimond-desprez,1737,88,-1,-1,,0,0.06836922
fales,2360,195,40,50,Let's Encrypt,0,0.08447446
segu,8702,62,339,26,Sectigo Limited,0,0.044829965
bsekiz,2609,311,-1,-1,,0,0.14136097
akgunolmez,4581,166,9,81,Let's Encrypt,0,0.018443631
anilkurtaran,1411,48,14,76,Google Trust Services LLC,0,0.0031299756
envirapharma,1208,251,-1,-1,,0,0.014449698
voodoorpa,884,1671,19,71,Let's Encrypt,0,0.35208842
anzerbali,5519,1784,4,86,Let's Encrypt,0,0.06529509
cigkofteci,1905,285,28,62,Let's Encrypt,0,0.0075441985
konyametroturizm,165,1660,43,47,Let's Encrypt,0,0.0047126827
anadolumak,9473,21,-1,-1,,0,0.030370893
iperius,2364,191,-1,-1,,0,0.14663872
hod,4694,418,352,45,GlobalSign nv-sa,0,0.17938022
deribond,671,57,31,59,Google Trust Services LLC,0,0.06263623
isicamlicambalkon,2529,391,40,50,Let's Encrypt,0,0.0041129496
smartexpo,1097,362,-1,-1,,0,0.08131626
gamyun,6458,1210,-1,-1,,0,0.019674046
dostlarinsaat,5784,1154,-1,-1,,0,0.014688547
beser,9497,363,345,20,Sectigo Limited,0,0.02986959
idmuhendislik,1384,441,163,202,Sectigo Limited,0,0.0027354613
telpasproje,4272,109,38,52,"cPanel, Inc.",0,0.0037906815
teslasoft,698,396,9,81,Let's Encrypt,0,0.07115535
juuko,3125,891,-1,-1,,0,0.25988284
sebaholding,4071,-56,-1,-1,,0,0.0018148931
emarmed,5142,335,46,44,Let's Encrypt,0,0.015262468
kazanci,8430,334,32,58,Let's Encrypt,0,0.75406843
reyhome,1369,90,39,51,Let's Encrypt,0,0.043473918
nitar,4351,396,55,35,Sectigo Limited,0,0.021031061
talip,5944,994,58,32,"cPanel, Inc.",0,0.026496517
plasman,1339,120,58,32,Let's Encrypt,0,0.0073762788
epson,8572,557,26,154,GlobalSign nv-sa,0,0.041050073
serkajenerator,5766,76,-1,-1,,0,0.004462841
kilim,10115,110,11,79,Let's Encrypt,0,0.035275023
deneyimmuhasebe,4373,739,46,44,Let's Encrypt,0,0.08860698
dis-agrisi,1956,964,-1,-1,,0,0.2542333
eae-et,5499,343,-1,-1,,0,0.3478337
gurutech,2175,380,58,32,Google Trust Services LLC,0,0.08388883
visitoria,1068,25,-1,-1,,0,0.01878512
candent,736,1088,22,68,Let's Encrypt,0,0.020138718
vario,2042,148,82,8,Let's Encrypt,0,0.06251937
renkliajans,894,200,58,32,Let's Encrypt,0,0.029640011
kardeslerkaucuk,2511,774,-1,-1,,0,0.0013680389
pekerreklamcilik,2252,303,22,68,Let's Encrypt,0,0.0032238693
unkantarim,845,249,60,30,Let's Encrypt,0,0.0022403735
grandvizyon,1153,671,30,60,Let's Encrypt,0,0.03920573
haslar,1865,690,61,29,Let's Encrypt,0,0.048364405
four,3470,181,21,69,Let's Encrypt,0,0.17601444
sword,218,146,-1,-1,,0,0.22583708
zeugmateknoloji,876,218,-1,-1,,0,0.0035034085
adresmuhendislik,2805,845,48,42,Let's Encrypt,0,0.001997514
csppools,3729,287,54,36,Let's Encrypt,0,0.22457694
ortadogueps,1752,438,-1,-1,,0,0.1774486
tekyontem,740,354,-1,-1,,0,0.0061891726
termecelebi,4702,44,-1,-1,,0,0.006882757
bsbizimservis,1377,448,-1,-1,,0,0.12392176
mavipembe,152,212,-1,-1,,0,0.20997733
atesmak,4322,790,55,35,Let's Encrypt,0,0.04474293
bcagroup,3081,205,-1,-1,,0,0.15986681
ademogullariseyahat,3342,309,48,42,Let's Encrypt,0,0.03707968
dbe,8313,85,41,49,Let's Encrypt,0,0.06290676
sigortam54,1173,286,-1,-1,,0,0.61058223
sonteks,1705,120,297,67,"Cloudflare, Inc.",0,0.006512431
bimark,2649,271,18,347,Sectigo Limited,0,0.37371743
upteknoloji,1332,1588,39,326,Sectigo Limited,0,0.0043718573
kortizon,1065,28,2,88,Let's Encrypt,0,0.08524092
rnetyazilim,1020,73,48,42,Let's Encrypt,0,0.004150595
basodayazilim,2084,1567,29,61,Let's Encrypt,0,0.0017589319
sekvaninsaat,1109,-16,-1,-1,,0,0.0038055442
corventa,175,189,-1,-1,,0,0.08412832
beyondvision,1381,1905,55,35,Let's Encrypt,0,0.112910695
nanoproofed,6408,165,58,32,"cPanel, Inc.",0,0.9261628
nimettemizkan,32,332,27,63,Google Trust Services LLC,0,0.0039191847
evrensuer,1061,32,43,47,Let's Encrypt,0,0.036847014
ledpanel,4231,515,-1,-1,,0,0.10182888
vectorgroup,1430,29,52,38,Sectigo Limited,0,0.02876094
arti-elektronik,4665,81,2,88,Let's Encrypt,0,0.0015940442
dakoyapi,2712,1303,25,65,Let's Encrypt,0,0.0136388885
merveterzioglu,1754,70,-1,-1,,0,0.0011590939
kalendermuhendislik,5380,97,7,83,Let's Encrypt,0,0.0035231772
riyangroup,2482,72,31,59,Let's Encrypt,0,0.0107847145
incirsoft,2490,63,61,304,Sectigo Limited,0,0.0147671085
imsanpres,6829,109,-1,-1,,0,0.11620896
komdo,3214,71,18,72,Let's Encrypt,0,0.030886594
ustamuhendislikankara,4306,806,60,30,Let's Encrypt,0,0.02947525
fatihpala,2109,1541,35,55,Let's Encrypt,0,0.051869147
umayana,3517,499,-1,-1,,0,0.10390816
cicikobaby,2935,-15,-1,-1,,0,0.14072257
gultur,4572,175,-1,-1,,0,0.027228769
hemoglobin,2447,108,33,57,Google Trust Services LLC,0,0.18764295
dne,3006,645,43,47,Let's Encrypt,0,0.14001426
cansin,2293,262,46,44,Let's Encrypt,0,0.0556677
halilavci,6813,125,40,50,"cPanel, Inc.",0,0.029664524
ozenmobilya,6665,273,39,51,Let's Encrypt,0,0.0015336288
karbeyazinci,1859,1061,55,35,Let's Encrypt,0,0.058040548
yenielektrik,5174,303,-1,-1,,0,0.0016192333
intecpro,1123,-30,-1,-1,,0,0.1204555
bilmaks,3547,834,52,38,Let's Encrypt,0,0.028022423
ozgurolcer,1555,270,3,87,Let's Encrypt,0,0.0154803395
mexon,2140,49,253,113,"GoDaddy.com, Inc.",0,0.11241827
serapyenici,2516,38,48,42,Let's Encrypt,0,0.20308453
tekstildershanesi,4268,113,57,33,Let's Encrypt,0,0.06236867
grafix,3342,674,45,45,Let's Encrypt,0,0.05366478
sevengilotomasyon,4196,1280,-1,-1,,0,0.005030139
farzlar,1066,27,1,89,Google Trust Services LLC,0,0.26544768
bood,1628,1292,27,63,Let's Encrypt,0,0.030605836
verapalas,631,1193,39,51,Sectigo Limited,0,0.010879459
kleber,1144,315,-1,-1,,0,0.04658608
reklam,5262,215,2,88,Google Trust Services LLC,0,0.061299615
atarlife,565,164,14,76,Let's Encrypt,0,0.12198182
sirdar,368,361,9,81,Let's Encrypt,0,0.01165963
korganplastik,1039,785,13,77,Let's Encrypt,0,0.001857723
incigul,4029,352,44,46,Let's Encrypt,0,0.090424225
onskitchen,918,1271,46,44,Google Trust Services LLC,0,0.04287897
datka,1529,296,48,42,Let's Encrypt,0,0.040684298
rifis,5637,205,49,331,Sectigo Limited,0,0.015825942
umde,1355,104,24,66,Let's Encrypt,0,0.09397839
sozer,8789,1802,282,84,Sectigo Limited,0,0.052100006
karadenizraf,9236,989,49,41,Let's Encrypt,0,0.0040147775
iyiolmuhendislik,4118,628,-1,-1,,0,0.003192964
biohenge,2075,115,371,23,"GoDaddy.com, Inc.",0,0.09444521
roxymuzikgunleri,708,1116,19,71,Google Trust Services LLC,0,0.2532962
hyster,3771,245,360,36,DigiCert Inc,0,0.1543529
rga,7369,300,40,50,Let's Encrypt,0,0.068383455
kalkedon,6850,87,149,216,Sectigo Limited,0,0.028886655
yildizuran,974,120,257,107,"Cloudflare, Inc.",0,0.008262122
e-lab,2153,402,26,64,Let's Encrypt,0,0.09574623
alldent,5153,689,3,87,Let's Encrypt,0,0.019235607
m2o,3722,659,55,35,Let's Encrypt,0,0.34577313
casalusso,4446,666,-1,-1,,0,0.06180283
bayanchat,607,122,6,84,Let's Encrypt,0,0.34114882
diamondgroup,74,290,74,291,Sectigo Limited,0,0.03215913
cevherzenginlestirme,606,123,57,33,Let's Encrypt,0,0.0019640892
digitalelektronik,4530,1312,310,54,"Cloudflare, Inc.",0,0.002037983
andayapi,2299,256,46,44,Let's Encrypt,0,0.0024397678
yilmazpetrol,8626,138,48,42,Let's Encrypt,0,0.0017866784
ozkoenerji,1711,114,3,87,Google Trust Services LLC,0,0.0007906409
kanbak,4063,318,50,40,Let's Encrypt,0,0.08526921
egecinar,1685,140,8,82,Let's Encrypt,0,0.0060433336
kamersahin,3150,501,55,35,Let's Encrypt,0,0.0039232466
rkrenkperde,1527,298,-1,-1,,0,0.16684571
award,879,945,42,48,Let's Encrypt,0,0.40173206
brandart,1832,358,4,86,Let's Encrypt,0,0.040458467
fistikfm,5587,255,34,56,Let's Encrypt,0,0.0069164196
istanbulcephe,3267,18,310,55,Sectigo Limited,0,0.013357919
doganreklam,928,166,60,30,Let's Encrypt,0,0.0011852566
adanajenerator,1052,41,39,51,Let's Encrypt,0,0.0010983862
heylori,1478,347,58,32,Google Trust Services LLC,0,0.20702186
e-elektrik,50,314,-1,-1,,0,0.0024953044
busiber,1865,690,40,50,Let's Encrypt,0,0.06595718
06zjy04,361,2,34,56,Let's Encrypt,0,0.90259373
aktaroglugida,3231,420,34,56,Let's Encrypt,0,0.003093982
fuzyongrup,3939,807,53,37,Let's Encrypt,0,0.0010435013
tunusluoglu,1870,320,56,34,Let's Encrypt,0,0.002078916
yediiklim,5142,700,54,36,Google Trust Services LLC,0,0.09741063
edorganizasyon,2123,796,55,35,Let's Encrypt,0,0.028731406
hanbilgisayar,4559,188,33,57,Google Trust Services LLC,0,0.015922096
aydinyol,3372,279,30,60,Let's Encrypt,0,0.0517679
cpmbulut,2801,119,-1,-1,,0,0.1034746
bahricolak,1800,1851,11,79,Let's Encrypt,0,0.017248822
spt,5254,953,65,300,Sectigo Limited,0,0.14789644
tdgmuhendislik,3244,1137,222,132,Sectigo Limited,0,0.0034380958
danse,6505,67,8,82,Let's Encrypt,0,0.13635653
mmap,2648,1002,45,45,Sectigo Limited,0,0.10914721
gumusegeinsaat,1611,214,43,47,Let's Encrypt,0,0.0025693425
akva,2662,258,-1,-1,,0,0.016578728
al,9513,347,-1,-1,,0,0.17756036
salihyildirim,4345,36,26,64,Let's Encrypt,0,0.0013533726
vikipack,6365,938,-1,-1,,0,0.060957
geyikkimya,3936,79,53,37,Let's Encrypt,0,0.00097574736
hfz,1600,955,11,79,Let's Encrypt,0,0.5883647
gaysohbet,2199,356,-1,-1,,0,0.05499064
idereklam,5247,1325,48,42,Let's Encrypt,0,0.0017039996
oguzhansoylemez,827,267,56,34,Let's Encrypt,0,0.002482952
hakanturgut,1898,657,-1,-1,,0,0.02200533
limonreklam,3092,194,-1,-1,,0,0.0017607481
hayber,9284,576,-1,-1,,0,0.050779197
asobcev,1080,13,56,34,Let's Encrypt,0,0.65803725
huseyinyildirayduman,2346,209,3,87,Let's Encrypt,0,0.0042959945
alplas,787,307,52,38,Let's Encrypt,0,0.017901065
assus,1675,150,-1,-1,,0,0.021577878
sumobilya,2145,44,66,24,"cPanel, Inc.",0,0.0054679983
diess,6268,305,-1,-1,,0,0.10949958
yucelakal,1200,259,24,66,Google Trust Services LLC,0,0.063585505
acibademcimnastik,2629,291,28,62,Let's Encrypt,0,0.033989858
enproje,2668,982,308,56,"Cloudflare, Inc.",0,0.010221364
uyumkep,3117,169,27,63,Google Trust Services LLC,0,0.061777387
verimlihayvancilik,1437,1118,60,30,Let's Encrypt,0,0.007863229
vmg,4315,66,6,84,Let's Encrypt,0,0.06305535
gnsdijital,1474,1812,51,39,Google Trust Services LLC,0,0.027799536
izmir,7096,207,-1,-1,,0,0.12830852
bglobalgrup,831,263,3,87,Let's Encrypt,0,0.0014215688
aciyayinlari,5913,1756,55,35,Let's Encrypt,0,0.0074625965
etsvana,1535,290,55,35,Let's Encrypt,0,0.18217199
yalovaatak,5960,248,4,86,Let's Encrypt,0,0.096377835
yasemineren,1014,79,19,71,Let's Encrypt,0,0.004513151
basaranteknoloji,5456,1116,46,319,Sectigo Limited,0,0.0064398446
kms,1058,401,36,54,Let's Encrypt,0,0.06388582
aytacecer,911,183,56,34,Let's Encrypt,0,0.009455336
katarturizm,2860,60,37,53,Google Trust Services LLC,0,0.001495345
kahveperest,2362,193,3,87,Let's Encrypt,0,0.024327524
aktaselektronik,5163,679,-1,-1,,0,0.0019501722
ayakkabicanta,1314,145,-1,-1,,0,0.044333387
hdist,1262,197,5,85,Let's Encrypt,0,0.08943765
watchband,1745,79,-1,-1,,0,0.12594357
kazancimakina,3613,1133,54,36,Let's Encrypt,0,0.007267004
akilkupukres,2264,291,14,76,Let's Encrypt,0,0.08169419
mitc,3970,1141,281,99,Sectigo Limited,0,0.0706903
well-done,3610,406,304,61,Sectigo Limited,0,0.09016256
psikolojikdanismanlik,214,150,6,84,Let's Encrypt,0,0.006263916
ruinadalia,1485,340,58,32,Let's Encrypt,0,0.12606853
uyumcloud,2803,482,33,57,Google Trust Services LLC,0,0.8359778
ravi,3151,135,45,320,"Cloudflare, Inc.",0,0.09712274
osmanbeytextile,3410,241,56,34,Let's Encrypt,0,0.084282376
tekmast,5290,187,57,33,Let's Encrypt,0,0.02377805
tower,1046,47,58,32,Let's Encrypt,0,0.07391425
gumruk,7051,1347,95,270,Sectigo Limited,0,0.010776355
hakcelik,3694,322,38,52,Google Trust Services LLC,0,0.0068442635
solmaztaahhut,2749,1632,-1,-1,,0,0.01932901
ustadus,1026,1528,36,54,Let's Encrypt,0,0.09027874
koalay,3595,421,306,59,Sectigo Limited,0,0.08185121
batitv,6071,137,43,47,Google Trust Services LLC,0,0.16700287
iletimgrup,4104,1007,-1,-1,,0,0.0010849868
selco,5125,717,97,268,Sectigo Limited,0,0.018202275
abmint,1237,1683,30,60,Let's Encrypt,0,0.33436996
eastroloji,730,-2,-1,-1,,0,0.07726888
oytun,675,53,35,55,Let's Encrypt,0,0.1443706
yeneryilmaz,873,221,-1,-1,,0,0.01133669
axisyapi,845,249,31,59,Google Trust Services LLC,0,0.010497864
toprakbilgi,664,64,33,57,Google Trust Services LLC,0,0.2847559
arti2,3579,1532,-1,-1,,0,0.67846555
cokguler,4189,192,18,72,"cPanel, Inc.",0,0.023538621
robust-iml,2496,58,59,31,Google Trust Services LLC,0,0.3598015
carnadesign,792,1032,50,40,Let's Encrypt,0,0.0069918344
mtgtekstil,2290,265,53,37,Let's Encrypt,0,0.002555735
margas,5035,441,58,32,Let's Encrypt,0,0.01859717
haskontel,1054,1500,57,33,Let's Encrypt,0,0.20651309
bugradoviz,1863,1788,48,42,Let's Encrypt,0,0.025424767
maltepetipmerkezi,1460,365,43,322,Sectigo Limited,0,0.0067641167
omgal,1145,314,145,220,Sectigo Limited,0,0.037503954
dem,6455,118,55,35,Let's Encrypt,0,0.089886464
microser,1858,1061,40,50,Let's Encrypt,0,0.1150729
codify,1633,192,30,60,Let's Encrypt,0,0.2172089
intrahome,2502,418,59,31,Let's Encrypt,0,0.10164943
popolin,8655,109,39,51,Let's Encrypt,0,0.15568918
hamle,1178,646,23,67,Let's Encrypt,0,0.08866771
bozreklam,5864,344,299,65,"Cloudflare, Inc.",0,0.0031494265
parkkent,5787,55,-1,-1,,0,0.03197143
sistemtabela,1677,148,22,68,Let's Encrypt,0,0.1375281
repak,2412,508,60,30,Let's Encrypt,0,0.038952574
konyali,1587,238,180,27,DigiCert Inc,0,0.01292445
profiloodemesistemleri,4643,104,64,26,"cPanel, Inc.",0,0.27724236
alacayir,5840,368,49,41,Google Trust Services LLC,0,0.07210921
alperalyapidenetim,2367,188,50,40,Let's Encrypt,0,0.0022251233
ileriray,5407,800,-1,-1,,0,0.067789465
tuncmaksan,5665,1272,23,67,Let's Encrypt,0,0.055916432
alibasaranelektrik,2867,53,27,63,Let's Encrypt,0,0.0019551115
arcan,8327,1532,-1,-1,,0,0.01944291
jinekoloji,850,244,57,33,Let's Encrypt,0,0.003738598
izomas,8768,727,56,34,Google Trust Services LLC,0,0.12810595
sametdeniz,3948,67,-1,-1,,0,0.2605828
triosanat,1724,101,289,76,Sectigo Limited,0,0.35786325
atlasteknik,5381,826,-1,-1,,0,0.005513733
genkor,2867,1149,47,43,Let's Encrypt,0,0.050894298
alagul,2243,677,-1,-1,,0,0.02554255
sultanhali,2486,68,8,82,Google Trust Services LLC,0,0.005058966
akpinaryapimarket,1545,1010,29,61,Let's Encrypt,0,0.022294633
muhammetkeskin,4502,245,4,86,Let's Encrypt,0,0.0056070415
crane,1466,724,10,80,Google Trust Services LLC,0,0.18520007
makparsan,6729,1304,13,77,Let's Encrypt,0,0.012231564
kirpart,8795,1796,57,33,Let's Encrypt,0,0.05182972
asmenu,3609,407,3,87,Google Trust Services LLC,0,0.083274215
decolux,5745,462,251,114,Sectigo Limited,0,0.14770682
bnbgumruk,653,75,52,38,Let's Encrypt,0,0.0016524601
geely,5780,1523,-1,-1,,0,0.09591314
nehirbilgisayar,4922,1651,29,61,Let's Encrypt,0,0.0056450097
criminalperfume,823,271,5,85,Google Trust Services LLC,0,0.6522065
ekolhavuz,950,144,-1,-1,,0,0.010394939
danet,8416,1078,41,49,Let's Encrypt,0,0.07751189
erdencelik,1718,107,310,55,"Cloudflare, Inc.",0,0.0040279473
karamanhurdaci,694,34,29,61,Let's Encrypt,0,0.0031120097
3l,6553,385,47,43,Let's Encrypt,0,0.083055206
turkon,9335,890,-1,-1,,0,0.08980427
almiratextile,2412,143,-1,-1,,0,0.02000578
gren,4786,326,28,62,Let's Encrypt,0,0.22357793
akdogan,8675,1184,44,46,Let's Encrypt,0,0.0043346067
elmaotomasyon,3216,69,-1,-1,,0,0.0034917933
armonikonya,2208,346,309,56,Sectigo Limited,0,0.015560644
dababa,31,333,31,59,Google Trust Services LLC,0,0.044186864
kraftek,2399,521,12,78,Google Trust Services LLC,0,0.0039101206
eag,5856,1447,70,20,"cPanel, Inc.",0,0.13358812
ketenpnomatik,4708,769,53,37,Let's Encrypt,0,0.1368467
vastelekom,4511,236,62,28,Let's Encrypt,0,0.021963706
kuranhotel,5644,1293,30,60,Let's Encrypt,0,0.012403593
phenomenal,2104,85,38,52,Let's Encrypt,0,0.029394466
ssksigorta,1937,1348,24,66,Let's Encrypt,0,0.006987915
datcam,957,137,257,107,"Cloudflare, Inc.",0,0.10984552
stgroup,6255,683,15,75,Google Trust Services LLC,0,0.029360875
merkezbayrak,1055,38,49,41,Let's Encrypt,0,0.031530853
lapas,225,139,-1,-1,,0,0.011273694
zlt,975,119,53,341,DigiCert Inc,0,0.031918343
emrahonguc,2081,1570,257,138,Sectigo Limited,0,0.08348874
delermakina,5413,63,43,47,Let's Encrypt,0,0.0009110859
efesotomasyon,5269,208,43,47,Let's Encrypt,0,0.004151979
bearpow,1706,119,41,49,Let's Encrypt,0,0.46948028
abaturkiye,901,193,30,60,Let's Encrypt,0,0.03077754
globalteknoloji,4979,133,-1,-1,,0,0.0028742221
topek,1187,272,-1,-1,,0,0.03856361
kamteknik,1067,26,41,49,Let's Encrypt,0,0.0060462668
donmon,152,212,-1,-1,,0,0.07880776
azakmuhendislik,598,496,49,41,Let's Encrypt,0,0.003765466
decsan,3673,1438,-1,-1,,0,0.08572854
mustela-vakfi,2888,398,-1,-1,,0,0.35869482
terrasupernet,2949,1432,303,62,"Cloudflare, Inc.",0,0.10685582
ozyilmazdemircelik,2154,401,11,79,Let's Encrypt,0,0.0049797907
etkingayrimenkul,5708,134,55,35,Let's Encrypt,0,0.0014958762
imza,6882,421,41,49,Let's Encrypt,0,0.035426386
mertsanayi,6786,882,73,17,"cPanel, Inc.",0,0.11956203
erdemhastanesi,4754,1453,-1,-1,,0,0.0073632356
muratgazeroglu,2053,137,-1,-1,,0,0.0014104513
hancerliendustriyel,1031,62,59,31,Let's Encrypt,0,0.0051311306
yumakogullari,5555,1017,26,64,Let's Encrypt,0,0.004907566
beetleart,3509,1603,-1,-1,,0,0.12351632
likitbeton,4943,169,8,82,Let's Encrypt,0,0.0028924302
erolkagit,2957,694,24,66,Let's Encrypt,0,0.0038224475
ankarayilbasi,3571,79,11,79,Let's Encrypt,0,0.10476029
ptakademi,2525,29,4,86,Sectigo Limited,0,0.0037461396
emreinsaatturizm,1283,176,363,2,Isimtescil Bilisim A.S.,0,0.0057302443
bemanagement,2104,84,51,253,Sectigo Limited,0,0.23374286
vitalhome,2189,0,-1,-1,,0,0.11131328
prokem,2336,219,28,62,Let's Encrypt,0,0.1703793
dondurucu,1696,129,-1,-1,,0,0.07389326
filarmoni,8856,1735,37,53,Let's Encrypt,0,0.085052535
astab,2035,1616,246,149,Sectigo Limited,0,0.0947794
osse,7179,124,247,128,Sectigo Limited,0,0.081248574
aldoraboya,733,361,61,29,Let's Encrypt,0,0.0010464665
havuzpark,2307,248,59,31,Let's Encrypt,0,0.011688541
agartioglu,10029,196,11,79,Google Trust Services LLC,0,0.0011570504
autoeurope,6935,368,41,49,Let's Encrypt,0,0.45471492
masterbasim,3153,498,4,86,Let's Encrypt,0,0.08796694
fintherm,1516,309,28,62,Let's Encrypt,0,0.15438701
mustafaakgul,5327,150,31,59,Google Trust Services LLC,0,0.0020699548
aktiviteturizm,628,101,63,27,Let's Encrypt,0,0.0014480002
ozlemturizm,3167,119,61,29,"cPanel, Inc.",0,0.001617048
galalife,774,320,-1,-1,,0,0.10739994
traveloffice,2580,339,13,77,Let's Encrypt,0,0.5240363
alfaterm,6176,762,12,78,Let's Encrypt,0,0.048936725
medicline,1839,351,29,61,Let's Encrypt,0,0.07922442
tatilcizgisi,1703,487,37,53,Google Trust Services LLC,0,0.012470658
avrupadis,1040,53,16,74,Let's Encrypt,0,0.036889885
bedi-s,669,59,5,85,Sectigo Limited,0,0.15481508
tokgozsigorta,2916,4,55,35,Let's Encrypt,0,0.0011933834
doritos,8513,251,312,81,"Entrust, Inc.",0,0.4766196
bebivita,6519,53,15,75,Let's Encrypt,0,0.04149763
mmemimarlik,3391,260,-1,-1,,0,0.003509263
sivex,65,299,-1,-1,,0,0.034814645
prodesa,2518,36,23,67,"cPanel, Inc.",0,0.028361855
hanmaksan,964,860,46,44,Let's Encrypt,0,0.034843326
balluff,6515,57,69,21,Let's Encrypt,0,0.2730359
