url,domainStart,domainEnd,sslStart,sslEnd,sslIssuer,label,dlPhishingScore
agroalan,1697,1223,39,51,Let's Encrypt,0,0.044557042
iztur,6576,1457,69,21,"cPanel, Inc.",0,0.06738238
animalhome,2257,298,56,34,Let's Encrypt,0,0.19598301
pdsmuhendislik,4730,382,-1,-1,,0,0.0033512658
akilgida,2719,931,37,53,Let's Encrypt,0,0.003176259
osmanliproje,5951,1352,160,236,"GoDaddy.com, Inc.",0,0.0010537825
tuncaao,1394,65,27,63,Let's Encrypt,0,0.17870608
dilekotomotiv,2700,220,58,32,Let's Encrypt,0,0.0016589637
tokdef,801,293,21,69,Let's Encrypt,0,0.08058556
bizkom,1171,1383,-1,-1,,0,0.013020184
huseyinsumer,6304,269,51,39,Let's Encrypt,0,0.0009818269
rdmuhendislik,3589,427,57,33,Let's Encrypt,0,0.0032553
calibrex,4257,124,28,62,Let's Encrypt,0,0.016817927
yeniciftlikpansiyon,1636,189,38,52,Let's Encrypt,0,0.05426073
egessa,2784,136,-1,-1,,0,0.0443126
emtes,1416,409,-1,-1,,0,0.04568112
solfix,3627,754,-1,-1,,0,0.10585773
senpolat,5428,48,34,56,Let's Encrypt,0,0.02304856
madmedya,2249,1401,15,75,Let's Encrypt,0,0.009326586
sifon,1208,251,-1,-1,,0,0.060768817
sahbazoglu,4321,1156,57,33,Let's Encrypt,0,0.022797685
nscmuhendislik,1338,121,18,72,Let's Encrypt,0,0.0023710039
mybec,2238,1047,13,77,Let's Encrypt,0,0.024039458
bahcekentmalimusavirlik,848,246,-1,-1,,0,0.0033098122
ustaservisi,1081,743,24,66,Let's Encrypt,0,0.053971916
ottomantekstil,4187,194,28,62,Let's Encrypt,0,0.0026705652
sabriguzel,1429,30,55,35,Let's Encrypt,0,0.0929035
kugudekor,4471,1006,277,88,"GoDaddy.com, Inc.",0,0.02942439
aryasera,664,64,34,56,Let's Encrypt,0,0.016966332
oktayata,642,86,21,69,Google Trust Services LLC,0,0.019718815
izelorman,4069,312,41,49,Let's Encrypt,0,0.083822995
culhaproduksiyon,2377,178,-1,-1,,0,0.010206563
gencziraat,664,64,308,56,"Cloudflare, Inc.",0,0.77224916
berkayisi,726,733,6,84,Sectigo Limited,0,0.12211447
netstar,2159,396,-1,-1,,0,0.017659264
mehmetaktas,5284,193,-1,-1,,0,0.0030244559
sigortam,1384,75,-1,-1,,0,0.14147599
prestijsigorta,8510,254,-1,-1,,0,0.0038490873
sadikiymaz,2901,19,-1,-1,,0,0.022764549
eforel,2986,665,-1,-1,,0,0.05504799
cetinsayotogaz,2347,938,-1,-1,,0,0.07445673
elegans,8740,390,58,32,"cPanel, Inc.",0,0.031231832
posmor,5125,717,283,82,Sectigo Limited,0,0.31742594
alazan,4814,298,9,81,Let's Encrypt,0,0.15300441
aricihukuk,3215,801,13,77,Let's Encrypt,0,0.0018620037
think,6729,1670,40,50,Google Trust Services LLC,0,0.17016365
tatkonserve,4153,228,51,346,GlobalSign nv-sa,0,0.12947792
durupeyzaj,3139,147,10,80,Let's Encrypt,0,0.002643059
platan,1636,189,-1,-1,,0,0.18860255
emsabilgisayar,6718,585,-1,-1,,0,0.0050376477
implantzirkonyum,2624,661,26,64,Let's Encrypt,0,0.008119523
goldenglobalbank,1506,319,298,98,COMODO CA Limited,0,0.14242578
olimpik,2098,92,19,71,Let's Encrypt,0,0.04503398
erencam,4695,782,51,39,"cPanel, Inc.",0,0.013331738
oranbeton,1901,289,-1,-1,,0,0.0034336285
aluart,5120,357,57,33,Let's Encrypt,0,0.0611325
motoral,6938,365,60,30,"cPanel, Inc.",0,0.109496675
focal,961,133,-1,-1,,0,0.09449258
elmatelekom,2640,280,1,89,Let's Encrypt,0,0.014762676
sabte,3596,54,31,59,Let's Encrypt,0,0.09879141
ucaktekstil,8122,277,14,76,"cPanel, Inc.",0,0.009451108
ariglobal,978,116,28,62,Let's Encrypt,0,0.0014796836
keskinkrom,3833,183,16,74,Let's Encrypt,0,0.022321342
balpi,6788,150,28,62,Let's Encrypt,0,0.055951394
binpinar,1534,291,-1,-1,,0,0.19655266
maxxproperty,1706,1580,37,53,Let's Encrypt,0,0.14075835
mebe,422,-59,-1,-1,,0,0.057650995
vizyonteknik,2574,1076,-1,-1,,0,0.0059946477
intermutfak,9130,1460,27,63,"cPanel, Inc.",0,0.006870262
eresinexpress,808,1016,300,65,"Cloudflare, Inc.",0,0.02826173
aydinyapidekorasyon,691,1133,-1,-1,,0,0.00097298785
ahdip,2759,161,66,24,"cPanel, Inc.",0,0.023071632
reneks,231,133,-1,-1,,0,0.009790424
saglikoto,3495,156,59,31,Let's Encrypt,0,0.04511824
fotobahar,8262,867,-1,-1,,0,0.13024914
petpal,908,186,50,40,Google Trust Services LLC,0,0.04043822
sinadakablo,3642,7,-1,-1,,0,0.0048289606
kelebeketkisi,99,265,17,73,Let's Encrypt,0,0.034965403
yukselpet,3267,18,20,70,Let's Encrypt,0,0.011242526
aajans,1453,372,40,50,Let's Encrypt,0,0.0052504446
etkinvinc,1717,108,69,21,"cPanel, Inc.",0,0.07935529
cananyolac,4834,278,-1,-1,,0,0.06533086
tech90,4751,361,5,85,Google Trust Services LLC,0,0.31891537
eskisehirvinc,2970,316,49,41,Let's Encrypt,0,0.015577906
alpet,8058,706,21,69,Google Trust Services LLC,0,0.01391593
kopotel,2867,53,-1,-1,,0,0.008666808
metinemlak,8626,138,5,85,"cPanel, Inc.",0,0.018132139
cafenuts,3131,155,-1,-1,,0,0.41728836
eralpen,2192,363,28,62,Let's Encrypt,0,0.048529346
zetadanismanlik,4603,1239,-1,-1,,0,0.0032832467
sartech,5426,50,-1,-1,,0,0.016257232
solania,600,129,53,37,Let's Encrypt,0,0.06461027
lmsenerji,5696,146,61,29,Let's Encrypt,0,0.00015008464
10numara,5311,166,-1,-1,,0,0.7236877
tabenerji,1842,1078,-1,-1,,0,0.0031583256
astrafo,3099,187,12,78,"cPanel, Inc.",0,0.0799954
sisavyangin,1831,359,5,85,Let's Encrypt,0,0.054377247
rumelialtin,1237,222,-1,-1,,0,0.054466836
aklar,614,115,-1,-1,,0,0.04216283
tamko,7816,583,37,53,Let's Encrypt,0,0.025946932
sarioglualuminyum,1102,-9,-1,-1,,0,0.00086583453
grommet,3959,56,2,88,Let's Encrypt,0,0.09619344
ulutek,4565,912,240,126,Sectigo Limited,0,0.0036466783
leafagro,1355,469,-1,-1,,0,0.20194146
ozdemirotomotiv,4504,243,-1,-1,,0,0.00076066336
bilalhabesyilmaz,1447,12,36,54,Let's Encrypt,0,0.0029608952
woodenmakina,796,1028,-1,-1,,0,0.0009880352
agrotiger,2525,29,20,70,Let's Encrypt,0,0.0038562117
sinerjiarge,4086,295,-1,-1,,0,0.082661465
gokayoren,1628,1658,56,34,Let's Encrypt,0,0.023302024
arcaotomotiv,736,1088,15,350,DigiCert Inc,0,0.0013493944
armadorbeauty,779,-51,-1,-1,,0,0.088248245
hanifagold,1370,89,21,69,Google Trust Services LLC,0,0.1550437
eksendeney,2965,1416,-1,-1,,0,0.047494832
hyrca,682,1142,14,76,Let's Encrypt,0,0.73440766
emremuhendislik,6087,1582,42,48,Let's Encrypt,0,0.001776055
erlau,2438,117,57,33,Let's Encrypt,0,0.022372253
sampasholding,873,951,60,30,Let's Encrypt,0,0.002926697
gozcugrup,1394,65,-1,-1,,0,0.0055199433
foreverbeauty,106,258,46,44,Let's Encrypt,0,0.08843606
noproblem,1299,525,9,81,Google Trust Services LLC,0,0.41183558
manodi,2098,92,43,322,"Cloudflare, Inc.",0,0.14929177
kuzalan,4775,1067,18,72,Let's Encrypt,0,0.07666493
kutaykaptan,1759,65,-1,-1,,0,0.0023743617
aknokta,4006,375,37,53,Let's Encrypt,0,0.03207806
yufino,782,312,-1,-1,,0,0.0707454
mesainsaat,5223,254,114,282,"GoDaddy.com, Inc.",0,0.0031202042
sascom,1789,35,-1,-1,,0,0.10043559
hanotomasyon,558,1266,33,57,Let's Encrypt,0,0.0067289975
varyantmuhendislik,1618,207,55,35,Let's Encrypt,0,0.007895159
pastieragida,1439,20,24,66,Let's Encrypt,0,0.14763752
alfaglobal,5156,321,-1,-1,,0,0.008046733
koc-ymm,3356,295,9,81,"cPanel, Inc.",0,0.07098834
dgnsoft,1537,288,78,12,Let's Encrypt,0,0.035979137
serhatmuh,5979,229,-1,-1,,0,0.06413167
webtasarimajansi,1608,217,290,75,"Cloudflare, Inc.",0,0.0087442845
istanbul-soft,2553,0,14,76,Let's Encrypt,0,0.06314387
deeper,4504,243,24,66,Let's Encrypt,0,0.033041127
otekmakina,5492,350,131,234,DigiCert Inc,0,0.0005596373
atlifindiksobalari,2942,344,20,70,Let's Encrypt,0,0.073502496
anatoliareklam,5698,144,-1,-1,,0,0.0007844671
bulvaremlak,675,419,29,61,Let's Encrypt,0,0.016571095
ccpaturkey,1453,737,171,194,Sectigo Limited,0,0.095270745
cankayagroup,2524,1126,24,66,Let's Encrypt,0,0.0023380884
mygencoto,1356,103,26,64,Let's Encrypt,0,0.024248611
zeongrup,1233,956,26,64,Let's Encrypt,0,0.004365987
nurgroup,5476,366,-1,-1,,0,0.004617957
tayfurlarenerji,3935,80,-1,-1,,0,0.0006223032
adelyaturizm,1598,227,40,50,Let's Encrypt,0,0.001440377
sinavkoleji,4628,849,-1,-1,,0,0.0059220605
sivantos,3167,119,-1,-1,,0,0.2195253
ihlassuresi,4000,15,33,57,Google Trust Services LLC,0,0.15432954
zyapimimarlik,1502,323,7,83,Let's Encrypt,0,0.06113623
isgdanismanlik,2888,32,24,66,Let's Encrypt,0,0.009334392
espeker,3853,163,17,73,Let's Encrypt,0,0.021774668
veras,1608,217,47,43,Sectigo Limited,0,0.009310338
saffronlogistics,787,1037,9,81,Let's Encrypt,0,0.4117315
htk,3925,1186,180,185,Sectigo Limited,0,0.053517923
ekip-muhendislik,6455,1213,14,76,Let's Encrypt,0,0.08655788
fitin15,2481,72,48,42,Let's Encrypt,0,0.5509211
zekice,1831,1089,60,30,Let's Encrypt,0,0.020278966
sahilelektrik,4670,1172,-1,-1,,0,0.0015077314
alpgroup,3406,245,3,87,Let's Encrypt,0,0.012089874
solid-state-relay,4100,281,11,79,Let's Encrypt,0,0.19235875
hatkablo,5581,1722,12,78,Let's Encrypt,0,0.010744094
dsaat,3816,200,165,200,DigiCert Inc,0,0.34341452
cankutahya,1097,1457,20,70,Google Trust Services LLC,0,0.006607047
nazistekstil,691,37,59,31,Let's Encrypt,0,0.0023854012
vmcomplex,1549,276,30,60,Let's Encrypt,0,0.20014387
istanbulbt,2010,180,137,228,Sectigo Limited,0,0.10327655
aricell,3532,484,1,89,Let's Encrypt,0,0.10529713
namtel,2776,144,60,30,Let's Encrypt,0,0.12061046
cignafinans,3882,499,288,109,GlobalSign nv-sa,0,0.3359151
terateknoloji,4412,335,40,50,Let's Encrypt,0,0.0026000203
brutus,1194,265,14,76,Let's Encrypt,0,0.130832
pakset,7904,130,27,63,Let's Encrypt,0,0.010694716
dcetinkaya,4006,9,145,250,Sectigo Limited,0,0.006301856
fmss,3025,261,35,55,Let's Encrypt,0,0.10637001
divefanclub,2292,628,-1,-1,,0,0.47178987
medidor,1699,126,22,68,Let's Encrypt,0,0.029530039
timkon,4937,540,29,61,Let's Encrypt,0,0.020946357
bowergsm,3859,887,-1,-1,,0,0.10421709
ozsusan,6682,256,-1,-1,,0,0.0042915423
terco,705,1484,22,68,Let's Encrypt,0,0.045105595
tuncmesrubat,5933,275,38,52,Let's Encrypt,0,0.19227688
kal-em,4960,1247,60,30,Sectigo Limited,0,0.019333104
jetotolastik,1656,169,11,79,Let's Encrypt,0,0.016356545
askerlik,4209,172,-1,-1,,0,0.0067145023
sarkmensucat,6148,790,360,37,"GoDaddy.com, Inc.",0,0.09539274
alpayofis,2069,851,310,55,"Cloudflare, Inc.",0,0.014704249
dream-world,2768,882,-1,-1,,0,0.3107906
ritimymm,2626,294,13,77,Let's Encrypt,0,0.06608349
kmedya,444,285,13,77,Let's Encrypt,0,0.002827068
swisstrans,918,176,39,51,Let's Encrypt,0,0.063190676
marchaboutique,1439,386,11,79,Let's Encrypt,0,0.14922246
gunduzhukuk,1417,408,-1,-1,,0,0.004270683
gulftourism,3312,339,-1,-1,,0,0.114925876
idakimya,1244,215,14,76,Let's Encrypt,0,0.018794082
keysis,4328,53,-1,-1,,0,0.026147027
npo,926,898,-1,-1,,0,0.19543275
iletisimofis,8345,1514,-1,-1,,0,0.24958429
selek,1085,739,7,83,Google Trust Services LLC,0,0.017843774
team48,2566,354,11,79,Let's Encrypt,0,0.9865146
caglarcivata,5549,658,-1,-1,,0,0.02718118
smartgate,3958,57,1,89,Let's Encrypt,0,0.06922818
turnak,8545,219,18,72,Let's Encrypt,0,0.053446904
akelgrup,373,356,-1,-1,,0,0.0015457564
hydrotac,444,285,-1,-1,,0,0.023127919
alamo,4518,594,-1,-1,,0,0.47889674
renpet,880,944,33,57,Let's Encrypt,0,0.116666384
relojistik,1208,1346,12,78,Let's Encrypt,0,0.0017067045
almaluminyum,3428,223,150,246,GoGetSSL,0,0.0025997371
egos,9475,385,130,240,DigiCert Inc,0,0.07070998
cemkan,5181,1391,-1,-1,,0,0.016404118
elazigcimento,8450,314,-1,-1,,0,0.014603231
doktorum,1685,140,281,84,"Cloudflare, Inc.",0,0.051273532
trainandgain,1017,76,21,69,Let's Encrypt,0,0.82212543
teknolojig,1542,283,60,30,Let's Encrypt,0,0.079667784
tesa,9065,1160,252,113,Sectigo Limited,0,0.015292224
cakartekstil,3789,227,18,72,Let's Encrypt,0,0.0031826561
gulformmatbaa,3370,281,9,81,"cPanel, Inc.",0,0.0021380768
torlakshipyard,6192,381,-1,-1,,0,0.27599993
emce,5056,1151,9,81,Let's Encrypt,0,0.07617532
akreda,2062,128,5,85,Let's Encrypt,0,0.05554344
sigma,4132,249,-1,-1,,0,0.04768677
erdemkeles,937,522,53,37,Let's Encrypt,0,0.0038487492
vitem,6434,139,85,280,Sectigo Limited,0,0.11693584
hastanerandevu,4439,673,-1,-1,,0,0.49488145
caddeaydinlatma,4337,44,-1,-1,,0,0.0019828028
bttdd,4662,84,-1,-1,,0,0.15170266
podosit,1622,1298,26,64,Let's Encrypt,0,0.22320305
ncrhospital,65,299,55,35,Let's Encrypt,0,0.019798305
autoboss,2334,586,13,77,Sectigo Limited,0,0.08798799
arcelikklimaservisi,3165,121,44,46,Let's Encrypt,0,0.012921251
kancamakina,597,1227,47,43,Let's Encrypt,0,0.0011187195
bhbuyukhidrolik,534,1290,22,68,Let's Encrypt,0,0.00846763
parthero,649,1175,-1,-1,,0,0.23005894
nextinvestment,1608,1312,284,80,"Cloudflare, Inc.",0,0.42452925
ayvazsu,4379,1463,38,52,Let's Encrypt,0,0.051411733
kontakemlak,5066,776,-1,-1,,0,0.07031797
toryapi,481,1343,302,62,"Cloudflare, Inc.",0,0.0064848773
ozerdemmotosiklet,5527,315,178,187,Sectigo Limited,0,0.0025977052
woodex,3931,450,-1,-1,,0,0.092070125
depotabela,2770,150,55,35,Let's Encrypt,0,0.014466849
bobmotors,1226,963,-1,-1,,0,0.17358816
gulekerenerji,4281,100,-1,-1,,0,0.0031537348
erbayaras,806,1018,60,30,Let's Encrypt,0,0.01763482
kargopack,1069,24,6,84,Let's Encrypt,0,0.015654769
almatur,4420,327,9,81,ZeroSSL,0,0.030750917
gurle,5503,339,41,49,Let's Encrypt,0,0.097090244
safaksurucukursu,2068,122,-1,-1,,0,0.000994305
bychair,1859,696,22,68,Let's Encrypt,0,0.064974084
cognito,590,1234,42,48,Let's Encrypt,0,0.15742931
pikdoksan,3113,1634,6,84,Let's Encrypt,0,0.04162417
nihatunlu,2182,373,262,102,"Cloudflare, Inc.",0,0.00171618
bahadiracar,3041,610,37,53,Let's Encrypt,0,0.035482727
avmyapi,7326,1438,60,30,Let's Encrypt,0,0.01337262
medyatext,444,285,16,74,Let's Encrypt,0,0.0033390122
tritechpatent,4483,629,6,84,Let's Encrypt,0,0.29849765
kdmavm,5491,351,231,134,Sectigo Limited,0,0.23923755
kdgrup,1303,156,55,35,Let's Encrypt,0,0.0015025989
everex,3083,203,331,34,Sectigo Limited,0,0.014314226
seckinli,2539,15,47,43,Google Trust Services LLC,0,0.044356838
alpmaksan,3188,1193,60,30,Let's Encrypt,0,0.01433464
ayfercalgici,6073,135,-1,-1,,0,0.056738723
mutlutur,6084,124,-1,-1,,0,0.007610734
onlinebilisim,2062,128,48,42,Let's Encrypt,0,0.07433384
bircaninsaat,5001,111,45,45,"cPanel, Inc.",0,0.0031181313
nui,916,908,47,43,Let's Encrypt,0,0.12018876
enerotomasyon,3070,581,106,259,Sectigo Limited,0,0.0034151603
zenimobilya,4587,525,7,83,Let's Encrypt,0,0.002881515
omurcam,3655,361,24,66,Let's Encrypt,0,0.03936105
eto,174,555,-1,-1,,0,0.101038985
catimerdivenleri,1619,206,19,71,Let's Encrypt,0,0.058148842
ftgproje,3505,146,27,63,Let's Encrypt,0,0.0066147065
polissepeti,1663,162,17,73,Let's Encrypt,0,0.100661196
yunusemreorhan,2035,155,1,89,Let's Encrypt,0,0.010566584
duygusahin,4745,367,11,79,Google Trust Services LLC,0,0.004331973
mutel,1815,375,7,83,Let's Encrypt,0,0.0330309
duzgunsayan,3959,56,-1,-1,,0,0.0023701354
smsapi,1661,164,-1,-1,,0,0.032155264
alpaturk,1956,234,14,76,"cPanel, Inc.",0,0.009127668
pergola,4800,312,164,201,Sectigo Limited,0,0.014593326
ledaclinic,632,97,42,48,Let's Encrypt,0,0.08738883
tetaforklift,690,38,12,78,Let's Encrypt,0,0.0021540564
abysis,1164,1025,-1,-1,,0,0.019821452
bagismatik,4468,1374,46,44,Let's Encrypt,0,0.20992622
screenarea,682,46,148,217,Sectigo Limited,0,0.30257645
ozverietiket,710,384,54,36,Let's Encrypt,0,0.007132324
gazyatirim,3172,114,-1,-1,,0,0.0029318822
birbir,6693,245,-1,-1,,0,0.10064406
financialmalimusavirlik,2368,552,20,70,Google Trust Services LLC,0,0.002852058
alfatron,3951,430,-1,-1,,0,0.015075388
linesteel,1411,414,189,176,Sectigo Limited,0,0.20588738
jclub,2129,60,123,242,DigiCert Inc,0,0.16821675
smarttek,3861,155,176,189,Sectigo Limited,0,0.011638982
atyendustri,1591,234,23,67,Google Trust Services LLC,0,0.0023846498
cankayanakliyat,4316,65,61,29,Let's Encrypt,0,0.0070825457
altangrup,5135,342,46,44,Let's Encrypt,0,0.0014519783
naturalikit,2917,369,20,70,Let's Encrypt,0,0.2242716
seamar,957,867,152,213,DigiCert Inc,0,0.036298603
mytar,879,1310,34,56,Google Trust Services LLC,0,0.015192266
mondialmotor,6583,720,54,36,Google Trust Services LLC,0,0.0109091895
namaste,4062,1414,45,320,"Cloudflare, Inc.",0,0.05294952
berradanismanlik,2787,133,46,44,Google Trust Services LLC,0,0.0020165318
jewwel,1297,162,58,32,Let's Encrypt,0,0.2652264
macrosigorta,166,198,47,43,Let's Encrypt,0,0.0031929354
rotadia,2663,1352,-1,-1,,0,0.038939152
ocaklaret,3677,339,37,53,Let's Encrypt,0,0.20080692
gozalturizm,2154,35,46,44,Let's Encrypt,0,0.0013726623
nergiztarim,3536,115,-1,-1,,0,0.0031758922
sinecast,5913,295,-1,-1,,0,0.40248406
yemekborusu,2418,137,59,31,Google Trust Services LLC,0,0.16588743
marines,7262,407,-1,-1,,0,0.036775008
vodafonesigorta,540,189,73,324,GlobalSign nv-sa,0,0.16636987
zafirmetal,754,1070,33,57,Let's Encrypt,0,0.0014668851
ebum,2640,280,61,29,Let's Encrypt,0,0.089418545
zyglobal,2605,315,4,86,Let's Encrypt,0,0.052520905
aydinal,3004,282,6,84,Let's Encrypt,0,0.00962629
polatkitap,6470,103,-1,-1,,0,0.007913567
ozeliletisim,2770,515,33,57,Let's Encrypt,0,0.011325147
ibia,941,153,40,50,Let's Encrypt,0,0.029974984
fevsan,2398,1252,39,51,Let's Encrypt,0,0.02581608
emtamakina,689,1135,-1,-1,,0,0.0011363904
nikamakina,4594,883,-1,-1,,0,0.0014766129
alarmsistemleri,3189,827,68,22,Let's Encrypt,0,0.042897243
nicedrive,592,137,22,68,Google Trust Services LLC,0,0.5433769
ubf,7155,878,25,65,Let's Encrypt,0,0.19164835
hokka,3657,359,20,70,Let's Encrypt,0,0.021252971
golive,3985,396,33,57,Google Trust Services LLC,0,0.07831042
nantech,1605,220,341,39,Sectigo Limited,0,0.011339851
yapiteminsaat,4037,-22,-1,-1,,0,0.003100039
naturelenerji,5164,1408,29,61,Let's Encrypt,0,0.0042820126
ceylanhidrolik,5535,307,51,39,Let's Encrypt,0,0.009392541
makitekmekanik,1957,233,59,31,Let's Encrypt,0,0.004639175
myluxury,1458,732,51,39,Let's Encrypt,0,0.46874982
karadenizplastik,3109,177,60,30,Let's Encrypt,0,0.0019334768
kemence,3635,381,-1,-1,,0,0.116316006
dinamoda,3218,67,58,32,Let's Encrypt,0,0.011986918
mydyapi,635,94,57,33,Let's Encrypt,0,0.008659096
ellamimarlik,2868,418,297,67,"Cloudflare, Inc.",0,0.0020984865
mpg,7194,1204,149,247,Sectigo Limited,0,0.055625584
bongobar,1564,991,12,78,Let's Encrypt,0,0.14538318
vukka,1051,42,-1,-1,,0,0.051941793
artchem,645,1179,1,89,Let's Encrypt,0,0.12262701
grambant,711,1113,10,80,ZeroSSL,0,0.11945016
tdhc,3165,1582,-1,-1,,0,0.07342129
orionboya,1745,445,32,58,Google Trust Services LLC,0,0.0024600155
kingstar,5000,477,41,49,Google Trust Services LLC,0,0.01647662
cennetin,2738,1277,56,34,Let's Encrypt,0,0.11479964
canaluminyum,9434,60,27,63,Let's Encrypt,0,0.0017604262
hobigram,1265,194,37,53,Let's Encrypt,0,0.1564124
optimakimyevi,1711,114,55,35,Let's Encrypt,0,0.0018004314
etiteks,8451,1408,18,72,Let's Encrypt,0,0.0037632342
fikribaran,1293,531,21,69,Google Trust Services LLC,0,0.0031259106
kaplumbaga,4064,317,333,32,Isimtescil Bilisim A.S.,0,0.002862055
koss,1517,308,55,35,Let's Encrypt,0,0.042954974
kalemart,1753,71,34,56,Let's Encrypt,0,0.15294318
muser,25,339,24,66,Google Trust Services LLC,0,0.017741907
decollete,3193,823,337,28,"DigiCert, Inc.",0,0.17080283
hobikontor,3328,688,23,67,Google Trust Services LLC,0,0.22168879
isteminsaat,5860,348,-1,-1,,0,0.0045320336
sefarad,1313,146,2,88,Let's Encrypt,0,0.1275181
comertakaryakit,627,1197,25,65,Let's Encrypt,0,0.0010548488
palazkalip,6497,75,-1,-1,,0,0.003060539
ayisigikitap,2362,193,1,89,Let's Encrypt,0,0.063557275
bergamacozumsigorta,3795,221,13,77,Let's Encrypt,0,0.0037691323
erkemed,6238,700,-1,-1,,0,0.0034049125
catipencereleri,1619,206,19,71,Let's Encrypt,0,0.013564785
bulentsari,4226,155,49,41,Let's Encrypt,0,0.008450188
atikdemircilik,877,217,-1,-1,,0,0.0033209722
pozitifinovasyon,677,51,14,76,Let's Encrypt,0,0.0029921532
pardis,9399,96,-1,-1,,0,0.12815632
haciogluhukuk,3166,120,59,31,Let's Encrypt,0,0.0039940057
egedem,1087,1102,19,71,Let's Encrypt,0,0.017655434
ismailakcay,4656,91,3,87,Let's Encrypt,0,0.0029332456
otohesap,1192,267,1,89,Let's Encrypt,0,0.14157563
abgs,6018,190,-1,-1,,0,0.1965208
relaxtime,740,1084,36,54,Let's Encrypt,0,0.14066185
parrotboya,5049,428,58,32,Let's Encrypt,0,0.0026094287
hook,2831,89,45,45,Sectigo Limited,0,0.19931778
nehircell,4355,25,-1,-1,,0,0.07592707
tekrota,5672,170,24,66,Let's Encrypt,0,0.073969126
yazilim3d,3204,447,256,109,Sectigo Limited,0,0.61420923
sanalsosyal,1781,409,25,65,Let's Encrypt,0,0.32114732
dunyaofis,5373,469,-1,-1,,0,0.031874377
arisyapi,3708,1038,7,83,Let's Encrypt,0,0.0036126508
destekfaktoring,4217,529,-1,-1,,0,0.31167725
humanwell,2124,64,57,33,Sectigo Limited,0,0.27332315
hrdantwerp,4649,98,-1,-1,,0,0.40638456
ismailyilmazotomotiv,1044,49,39,51,Let's Encrypt,0,0.001366361
baytek,9158,337,-1,-1,,0,0.011386319
teknosmart,3287,364,55,35,Sectigo Limited,0,0.1241327
kutaybilen,619,110,12,78,Let's Encrypt,0,0.13820928
sezginhukuk,1034,59,-1,-1,,0,0.0032831687
loftbilisim,1037,56,51,39,Let's Encrypt,0,0.13931029
tolgaltd,4149,1693,-1,-1,,0,0.005749723
genculudagtekstil,1261,198,137,243,Sectigo Limited,0,0.0033363597
yldzyapi,2056,134,29,61,Sectigo Limited,0,0.0032780576
gencteknoloji,4029,352,46,44,Let's Encrypt,0,0.0028860755
sadagiyim,1123,336,57,33,Let's Encrypt,0,0.005252238
craigslist,6806,497,-1,-1,,0,0.55434626
kutlucantekstil,4170,211,39,51,Let's Encrypt,0,0.022141527
muhammetgaziavdal,621,473,42,48,Google Trust Services LLC,0,0.013714229
dokuzeylulmuhendislik,530,1294,16,74,Let's Encrypt,0,0.002910675
fugayapi,6578,1455,-1,-1,,0,0.00200144
muratarpaci,3342,674,25,65,Google Trust Services LLC,0,0.004192012
karaagac,6366,207,-1,-1,,0,0.008542336
destekdepo,3916,1195,47,318,Sectigo Limited,0,0.46995482
osmanelihaber,2677,243,307,57,"Cloudflare, Inc.",0,0.02578279
drzan,1593,232,43,322,"Cloudflare, Inc.",0,0.17447719
tinta,4252,129,23,67,"cPanel, Inc.",0,0.025045523
newfarm,977,117,61,29,Let's Encrypt,0,0.06536374
renz,6345,228,-1,-1,,0,0.17131402
ayyuceyurtlari,4849,263,34,56,Let's Encrypt,0,0.010257912
nuroto,5779,63,50,40,Let's Encrypt,0,0.016733566
bilalkoc,1752,803,28,62,Google Trust Services LLC,0,0.015706826
kcroyalyapi,1160,299,22,68,Let's Encrypt,0,0.002411615
iztest,561,1629,20,70,Let's Encrypt,0,0.23513119
kinay,218,146,-1,-1,,0,0.030363632
bambooworld,5240,602,50,40,Google Trust Services LLC,0,0.094182156
aweb,2949,702,56,34,Let's Encrypt,0,0.14071678
karabukbilisim,3909,107,271,94,Sectigo Limited,0,0.015737096
perdeparis,1648,1272,-1,-1,,0,0.330063
josera,3540,111,8,82,Let's Encrypt,0,0.037651874
almakina,4713,33,-1,-1,,0,0.0020013847
fitsporcenter,2594,1421,37,53,Let's Encrypt,0,0.078711286
sakaryademircelik,2298,1718,18,72,Let's Encrypt,0,0.0054187058
e-line,3246,39,36,54,Let's Encrypt,0,0.032080267
lots,4917,195,48,42,Let's Encrypt,0,0.26381484
eskipazarambalaj,1091,2,28,62,Google Trust Services LLC,0,0.0010271394
whitepen,2335,1315,27,63,Let's Encrypt,0,0.20760272
davetiyen,891,1298,50,40,Let's Encrypt,0,0.015338038
yfglobal,1794,396,283,82,"Cloudflare, Inc.",0,0.002898255
gongsaat,1429,30,30,60,Let's Encrypt,0,0.3419268
mcymetal,4393,354,-1,-1,,0,0.011855199
fujiplus,4125,256,203,162,Sectigo Limited,0,0.038222212
onurakpinar,3048,603,351,6,Sectigo Limited,0,0.011573014
burakaslan,957,1598,19,71,Let's Encrypt,0,0.0046417383
ergunmeric,4727,1480,-1,-1,,0,0.023009034
altinbilek,2952,334,275,90,Sectigo Limited,0,0.003082663
sucon,3267,18,30,60,Let's Encrypt,0,0.1375697
gumuseller,5363,113,-1,-1,,0,0.2748132
basakgurme,57,307,-1,-1,,0,0.028565405
webokul,2782,138,23,67,Let's Encrypt,0,0.011008419
betacom,6437,501,60,30,Let's Encrypt,0,0.14846203
aggulife,645,83,154,211,Sectigo Limited,0,0.025325436
movatrade,1670,155,-1,-1,,0,0.14056726
